School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,Lowest Grade,Highest Grade,School Type,District Code,District Name,District Size,District Setting
6494,OLATHE HIGH SCHOOL,410 HIGHWAY 50,OLATHE,CO,81425,9702527950,9th Grade,12th Grade,High,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
6807,PASSAGE CHARTER SCHOOL,703 SOUTH 9TH STREET,MONTROSE,CO,81401,9702491472,9th Grade,12th Grade,High,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
7106,POMONA ELEMENTARY SCHOOL,1045 SOUTH CASCADE,MONTROSE,CO,81401,9702492514,1/2 Day Kindergarten,5th Grade,Elementary  ,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
9149,VISTA CHARTER SCHOOL,932 NORTH PARK AVENUE BUILDING A,MONTROSE,CO,81401,9702494470,9th Grade,12th Grade,High,2180,MONTROSE COUNTY RE-1J,"1,201 - 6,000",Outlying City
6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,141 WEST MAIN STREET,NATURITA,CO,81422,9708652204,Preschool,8th Grade,Elementary  ,2190,WEST END RE-2,301 - 600,Rural
6436,NUCLA HIGH SCHOOL,225 WEST 4TH STREET,NUCLA,CO,81424,9708647350,9th Grade,12th Grade,High,2190,WEST END RE-2,301 - 600,Rural
6718,PARADOX VALLEY CHARTER SCHOOL,21501 6 MILE ROAD,PARADOX,CO,81429,9708597236,Preschool,12th Grade,High,2190,WEST END RE-2,301 - 600,Rural
1094,BRUSH MIDDLE SCHOOL,401 HOWARD,BRUSH,CO,80723,9708425035,6th Grade,8th Grade,Middle ,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1096,BRUSH HIGH SCHOOL,400 WEST ROAD,BRUSH,CO,80723,9708425171,9th Grade,12th Grade,High,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1438,BEAVER VALLEY ELEMENTARY SCHOOL,420 GLACIER AVENUE,BRUSH,CO,80723,9708424794,3rd Grade,5th Grade,Elementary  ,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
8832,THOMSON PRIMARY SCHOOL,422 RAY STREET,BRUSH,CO,80723,9708425139,Preschool,2nd Grade,Elementary  ,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
0492,BAKER CENTRAL SCHOOL,300 LAKE STREET,FORT MORGAN,CO,80701,9708678422,5th Grade,6th Grade,Elementary  ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
1850,COLUMBINE ELEMENTARY SCHOOL,815 WEST STREET,FORT MORGAN,CO,80701,9708677418,1st Grade,4th Grade,Elementary  ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3074,FORT MORGAN MIDDLE SCHOOL,300 DEUEL STREET,FORT MORGAN,CO,80701,9708678253,7th Grade,8th Grade,Middle ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3078,FORT MORGAN HIGH SCHOOL,709 EAST RIVERVIEW AVENUE,FORT MORGAN,CO,80701,9708675648,9th Grade,12th Grade,High,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
3620,GREEN ACRES ELEMENTARY SCHOOL,930 SHERMAN STREET,FORT MORGAN,CO,80701,9708675460,1st Grade,4th Grade,Elementary  ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
5180,LINCOLN HIGH SCHOOL,230 WALNUT STREET,FORT MORGAN,CO,80701,9708672924,9th Grade,12th Grade,High,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
6954,PIONEER ELEMENTARY SCHOOL,415 SOUTH SPRUCE STREET,FORT MORGAN,CO,80701,9708672080,1st Grade,4th Grade,Elementary  ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
7856,SHERMAN EARLY CHILDHOOD CENTER,300 SHERMAN STREET,FORT MORGAN,CO,80701,9708672998,Preschool,Full Day Kindergarten,Elementary  ,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
9352,WELDON VALLEY ELEMENTARY SCHOOL,911 NORTH AVENUE,WELDONA,CO,80653,9706452411,Preschool,6th Grade,Elementary  ,2505,WELDON VALLEY RE-20(J),300 or less,Rural
9356,WELDON VALLEY JUNIOR HIGH SCHOOL,911 NORTH AVENUE,WELDONA,CO,80653,9706452411,7th Grade,8th Grade,Middle ,2505,WELDON VALLEY RE-20(J),300 or less,Rural
9360,WELDON VALLEY HIGH SCHOOL,911 NORTH AVENUE,WELDONA,CO,80653,9706452411,9th Grade,12th Grade,High,2505,WELDON VALLEY RE-20(J),300 or less,Rural
9263,WIGGINS MIDDLE SCHOOL,410 CHAPMAN STREET,WIGGINS,CO,80654,9704837763,6th Grade,8th Grade,Middle ,2515,WIGGINS RE-50(J),301 - 600,Rural
9576,WIGGINS ELEMENTARY SCHOOL,415 MAIN STREET,WIGGINS,CO,80654,9704837784,Preschool,5th Grade,Elementary  ,2515,WIGGINS RE-50(J),301 - 600,Rural
9582,WIGGINS HIGH SCHOOL,320 CHAPMAN STREET,WIGGINS,CO,80654,9704837763,9th Grade,12th Grade,High,2515,WIGGINS RE-50(J),301 - 600,Rural
4841,LA JUNTA INTERMEDIATE SCHOOL,901 SMITHLAND AVE.,LA JUNTA,CO,81050,7193849151,3rd Grade,6th Grade,Elementary  ,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
4843,LA JUNTA PRIMARY SCHOOL,600 WEST TOPEKA,LA JUNTA,CO,81050,7193842991,1/2 Day Kindergarten,2nd Grade,Elementary  ,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
5015,LA JUNTA JR/SR HIGH SCHOOL,1817 SMITHLAND AVE,LA JUNTA,CO,81050,7193844467,7th Grade,12th Grade,High,2520,EAST OTERO R-1,"1,201 - 6,000",Outlying City
5114,JEFFERSON INTERMEDIATE SCHOOL,901 SOUTH 11TH STREET,ROCKY FORD,CO,81067,7192547669,3rd Grade,6th Grade,Elementary  ,2530,ROCKY FORD R-2,601 - 1.200,Outlying Town
7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,100 WEST WASHINGTON,ROCKY FORD,CO,81067,7192547431,7th Grade,12th Grade,High,2530,ROCKY FORD R-2,601 - 1.200,Outlying Town
9264,WASHINGTON PRIMARY SCHOOL,709 SOUTH 11TH STREET,ROCKY FORD,CO,81067,7192547681,Preschool,2nd Grade,Elementary  ,2530,ROCKY FORD R-2,601 - 1.200,Outlying Town
5498,MANZANOLA ELEMENTARY SCHOOL,200 S CANAL ST.,MANZANOLA,CO,81058,7194625578,Preschool,6th Grade,Elementary  ,2535,MANZANOLA 3J,300 or less,Rural
5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,301 SOUTH CATALPA,MANZANOLA,CO,81058,7194625528,7th Grade,12th Grade,High,2535,MANZANOLA 3J,300 or less,Rural
0056,FOWLER ELEMENTARY SCHOOL,601 WEST GRANT,FOWLER,CO,81039,7192634364,1/2 Day Kindergarten,6th Grade,Elementary  ,2540,FOWLER R-4J,301 - 600,Outlying Town
3130,FOWLER JUNIOR HIGH SCHOOL,600 WEST EUGENE AVENUE,FOWLER,CO,81039,7192634224,7th Grade,8th Grade,Middle ,2540,FOWLER R-4J,301 - 600,Outlying Town
3134,FOWLER HIGH SCHOOL,600 WEST GRANT,FOWLER,CO,81039,7192634279,9th Grade,12th Grade,High,2540,FOWLER R-4J,301 - 600,Outlying Town
1546,CHERAW SCHOOL,110 LAKEVIEW AVENUE,CHERAW,CO,81030,7198536655,Preschool,12th Grade,High,2560,CHERAW 31,300 or less,Rural
8452,SWINK ELEMENTARY SCHOOL,610 COLUMBIA STREET,SWINK,CO,81077,7193848103,1/2 Day Kindergarten,6th Grade,Elementary  ,2570,SWINK 33,301 - 600,Rural
8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,610 COLUMBIA STREET,SWINK,CO,81077,7193848103,7th Grade,12th Grade,High,2570,SWINK 33,301 - 600,Rural
6596,OURAY ELEMENTARY SCHOOL,400 7TH AVENUE,OURAY,CO,81427,9703254505,Preschool,6th Grade,Elementary  ,2580,OURAY R-1,300 or less,Rural
6598,OURAY MIDDLE SCHOOL,400 7TH AVENUE,OURAY,CO,81427,9703254505,7th Grade,8th Grade,Middle ,2580,OURAY R-1,300 or less,Rural
6600,OURAY SENIOR HIGH SCHOOL,400 7TH AVENUE,OURAY,CO,81427,9703254505,9th Grade,12th Grade,High,2580,OURAY R-1,300 or less,Rural
7342,RIDGWAY ELEMENTARY SCHOOL,1115 WEST CLINTON STREET,RIDGWAY,CO,81432,9706265468,Preschool,5th Grade,Elementary  ,2590,RIDGWAY R-2,300 or less,Rural
7344,RIDGWAY MIDDLE SCHOOL,1200 GREEN STREET,RIDGWAY,CO,81432,9706265788,6th Grade,8th Grade,Middle ,2590,RIDGWAY R-2,300 or less,Rural
7346,RIDGWAY HIGH SCHOOL,1200 GREEN STREET,RIDGWAY,CO,81432,9706265788,9th Grade,12th Grade,High,2590,RIDGWAY R-2,300 or less,Rural
7042,DEER CREEK ELEMENTARY SCHOOL,1737 CR 43,BAILEY,CO,80421,3038387666,Preschool,5th Grade,Elementary  ,2600,PLATTE CANYON 1,"1,201 - 6,000",Rural
7046,PLATTE CANYON HIGH SCHOOL,57243 US HIGHWAY 285,BAILEY,CO,80421,3038387666,9th Grade,12th Grade,High,2600,PLATTE CANYON 1,"1,201 - 6,000",Rural
7048,FITZSIMMONS MIDDLE SCHOOL,57093 US HIGHWAY 285,BAILEY,CO,80421,3038387666,6th Grade,8th Grade,Middle ,2600,PLATTE CANYON 1,"1,201 - 6,000",Rural
3681,GUFFEY CHARTER SCHOOL,1459 MAIN STREET,GUFFEY,CO,80820,7196892093,Preschool,8th Grade,Elementary  ,2610,PARK COUNTY RE-2,301 - 600,Rural
4908,LAKE GEORGE CHARTER SCHOOL,38874 US HWY 24,LAKE GEORGE,CO,80827,7197483911,Preschool,8th Grade,Elementary  ,2610,PARK COUNTY RE-2,301 - 600,Rural
7891,SOUTH PARK MIDDLE SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198364406,6th Grade,8th Grade,Middle ,2610,PARK COUNTY RE-2,301 - 600,Rural
8114,EDITH TETER ELEMENTARY SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198362949,Preschool,5th Grade,Elementary  ,2610,PARK COUNTY RE-2,301 - 600,Rural
8118,SOUTH PARK HIGH SCHOOL,640 HATHAWAY STREET,FAIRPLAY,CO,80440,7198362006,9th Grade,12th Grade,High,2610,PARK COUNTY RE-2,301 - 600,Rural
2686,HOLYOKE ALTERNATIVE SCHOOL,545 EAST HALE STREET,HOLYOKE,CO,80734,9708542844,7th Grade,12th Grade,High,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
4076,HOLYOKE ELEMENTARY SCHOOL,326 E KELLOGG,HOLYOKE,CO,80734,9708543411,1/2 Day Kindergarten,6th Grade,Elementary  ,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
4080,HOLYOKE SENIOR HIGH SCHOOL,545 E HALE,HOLYOKE,CO,80734,9708542284,7th Grade,12th Grade,High,2620,HOLYOKE RE-1J,601 - 1.200,Outlying Town
3846,HAXTUN ELEMENTARY SCHOOL,601 NORTH COLORADO AVENUE,HAXTUN,CO,80731,9707746161,Preschool,8th Grade,Elementary  ,2630,HAXTUN RE-2J,301 - 600,Rural
3850,HAXTUN HIGH SCHOOL,201 WEST POWELL STREET,HAXTUN,CO,80731,9707746111,9th Grade,12th Grade,High,2630,HAXTUN RE-2J,301 - 600,Rural
0042,ASPEN COMMUNITY CHARTER SCHOOL,1199 WOODY CREEK ROAD,WOODY CREEK,CO,81656,9709234080,Preschool,8th Grade,Elementary  ,2640,ASPEN 1,"1,201 - 6,000",Outlying Town
0428,ASPEN ELEMENTARY SCHOOL,235 HIGH SCHOOL ROAD,ASPEN,CO,81611,9709253760,Preschool,4th Grade,Elementary  ,2640,ASPEN 1,"1,201 - 6,000",Outlying Town
0430,ASPEN MIDDLE SCHOOL,235 HIGH SCHOOL ROAD,ASPEN,CO,81611,9709253760,5th Grade,8th Grade,Middle ,2640,ASPEN 1,"1,201 - 6,000",Outlying Town
0432,ASPEN HIGH SCHOOL,235 HIGH SCHOOL ROAD,ASPEN,CO,81611,9709253760,9th Grade,12th Grade,High,2640,ASPEN 1,"1,201 - 6,000",Outlying Town
0447,ASPEN PRE-SCHOOL,235 HIGH SCHOOL ROAD,ASPEN,CO,81611,9709253760,Preschool,Preschool,Elementary  ,2640,ASPEN 1,"1,201 - 6,000",Outlying Town
3542,GRANADA ELEMENTARY SCHOOL,201 SOUTH HOISINGTON STREET,GRANADA,CO,81041,7197345492,Preschool,6th Grade,Elementary  ,2650,GRANADA RE-1,301 - 600,Rural
3546,GRANADA UNDIVIDED HIGH SCHOOL,201 SOUTH HOISINGTON STREET,GRANADA,CO,81041,7197345492,7th Grade,12th Grade,High,2650,GRANADA RE-1,301 - 600,Rural
0200,ALTA VISTA CHARTER SCHOOL,8785 CR LL,LAMAR,CO,81052,7193362154,1/2 Day Kindergarten,6th Grade,Elementary  ,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
4956,LAMAR MIDDLE SCHOOL,104 WEST PARK,LAMAR,CO,81052,7193367436,6th Grade,8th Grade,Middle ,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
4960,LAMAR HIGH SCHOOL,1900 SOUTH 11TH STREET,LAMAR,CO,81052,7193363488,9th Grade,12th Grade,High,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
5777,MELVIN HENDRICKSON DEVELOPMENT CENTER,510 SAVAGE AVENUE,LAMAR,CO,81052,7193362022,Preschool,Preschool,Elementary  ,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
6794,PARKVIEW ELEMENTARY SCHOOL,1105 PARKVIEW,LAMAR,CO,81052,7193367413,3rd Grade,5th Grade,Elementary  ,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
9268,WASHINGTON ELEMENTARY SCHOOL,510 SOUTH 9TH STREET,LAMAR,CO,81052,7193367764,1/2 Day Kindergarten,2nd Grade,Elementary  ,2660,LAMAR RE-2,"1,201 - 6,000",Outlying City
4058,HOLLY HIGH SCHOOL,206 NORTH 3RD STREET,HOLLY,CO,81047,7195376512,9th Grade,12th Grade,High,2670,HOLLY RE-3,301 - 600,Rural
4069,HOLLY JUNIOR HIGH SCHOOL,206 NORTH THIRD STREET,HOLLY,CO,81047,7195376512,7th Grade,8th Grade,Middle ,2670,HOLLY RE-3,301 - 600,Rural
7794,HOLLY ELEMENTARY SCHOOL,201 NORTH MAIN,HOLLY,CO,81047,7195376662,Preschool,6th Grade,Elementary  ,2670,HOLLY RE-3,301 - 600,Rural
9604,WILEY ELEMENTARY SCHOOL,510 WARD STREET,WILEY,CO,81092,7198294806,Preschool,6th Grade,Elementary  ,2680,WILEY RE-13 JT,301 - 600,Rural
9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,510 WARD STREET,WILEY,CO,81092,7198294806,7th Grade,12th Grade,High,2680,WILEY RE-13 JT,301 - 600,Rural
0738,BELMONT ELEMENTARY SCHOOL,31 MACNAUGHTON ROAD,PUEBLO,CO,81001,7195497500,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,1315 HORSESHOE DRIVE,PUEBLO,CO,81001,7195497540,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0822,BESSEMER ELEMENTARY SCHOOL,1125 E ROUTT AVENUE,PUEBLO,CO,81004,7195497505,Preschool,8th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,2670 DELPHINIUM STREET,PUEBLO,CO,81005,7195497510,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0954,BRADFORD ELEMENTARY SCHOOL,107 SOUTH LA CROSSE AVENUE,PUEBLO,CO,81001,7195497515,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1304,CARLILE ELEMENTARY SCHOOL,736 WEST EVANS AVENUE,PUEBLO,CO,81004,7195497520,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1402,CENTENNIAL HIGH SCHOOL,2525 MONTVIEW DIRVE,PUEBLO,CO,81008,7195497337,9th Grade,12th Grade,High,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1454,CENTRAL HIGH SCHOOL,216 EAST ORMAN AVENUE,PUEBLO,CO,81004,7195497300,9th Grade,12th Grade,High,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1488,CHAVEZ/HUERTA K-12 PREPARATORY ACADEMY,2500 WEST 18TH STREET,PUEBLO,CO,81003,7192951623,1/2 Day Kindergarten,12th Grade,High,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1504,GOODNIGHT ELEMENTARY SCHOOL,624 WINDY WAY,PUEBLO,CO,81005,7195497545,Preschool,8th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
1828,COLUMBIAN ELEMENTARY SCHOOL,1202 BRAGDON AVENUE,PUEBLO,CO,81004,7195497525,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2096,CORWIN INTERNATIONAL MAGNET SCHOOL,1500 LAKEVIEW AVENUE,PUEBLO,CO,81004,7195497400,4th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2394,EAST HIGH SCHOOL,9 MAC NEIL ROAD,PUEBLO,CO,81001,7195497222,9th Grade,12th Grade,High,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2438,EVA R BACA ELEMENTARY SCHOOL,2800 EAST 17TH STREET,PUEBLO,CO,81001,7195497530,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,925 NORTH GLENDALE AVENUE,PUEBLO,CO,81001,7195497535,Preschool,3rd Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3206,HEROES MIDDLE SCHOOL,715 WEST 20TH STREET,PUEBLO,CO,81003,7195497410,6th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3724,HAAFF ELEMENTARY SCHOOL,15 CHINOOK LANE,PUEBLO,CO,81001,7195497550,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3924,HERITAGE ELEMENTARY SCHOOL,625 BROWN AVENUE,PUEBLO,CO,81004,7195497575,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
3976,HIGHLAND PARK ELEMENTARY SCHOOL,2701 VINEWOOD LANE,PUEBLO,CO,81005,7195497560,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
4302,IRVING ELEMENTARY SCHOOL,1629 WEST 21ST,PUEBLO,CO,81003,7195497570,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
4376,RISLEY INTERNATIONAL ACADEMY OF INNOVATION,925 MONUMENT AVENUE,PUEBLO,CO,81001,7195497440,6th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
5048,PUEBLO ACADEMY OF ARTS,29 LEHIGH AVENUE,PUEBLO,CO,81005,7195497430,4th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
5916,MINNEQUA ELEMENTARY SCHOOL,1708 EAST ORMAN AVENUE,PUEBLO,CO,81004,7195497580,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
6132,MORTON ELEMENTARY SCHOOL,1900 WEST 31ST STREET,PUEBLO,CO,81003,7195497585,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
6399,NORTHMOOR PRESCHOOL,2003 NORTHMOOR TERRACE,PUEBLO,CO,81008,7194233888,Preschool,Preschool,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
6770,PARK VIEW ELEMENTARY SCHOOL,1327 EAST 9TH STREET,PUEBLO,CO,81001,7195497590,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7209,PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,1745 ACERO,PUEBLO,CO,81004,7195492737,1/2 Day Kindergarten,8th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7481,RONCALLI STEM ACADEMY,4202 HIGHWAY 78,PUEBLO,CO,81005,7195497450,6th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8030,HEROES ACADEMY PREK-5,2717 WEST STREET,PUEBLO,CO,81003,7195497595,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8082,SOUTH HIGH SCHOOL,1801 HOLLYWOOD DRIVE,PUEBLO,CO,81005,7195497255,9th Grade,12th Grade,High,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8116,SOUTH PARK ELEMENTARY SCHOOL,3100 HOLLYWOOD,PUEBLO,CO,81005,7195497600,Preschool,5th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8402,SUNSET PARK ELEMENTARY SCHOOL,110 UNIVERSITY CIRCLE,PUEBLO,CO,81005,7195497610,Preschool,6th Grade,Elementary  ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
9188,W H HEATON MIDDLE SCHOOL,6 ADAIR ROAD,PUEBLO,CO,81001,7195497420,6th Grade,8th Grade,Middle ,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0025,SKY VIEW MIDDLE SCHOOL,1047 CAMINO DE BRAVO,PUEBLO WEST,CO,81007,7195471175,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0026,DESERT SAGE ELEMENTARY SCHOOL,935 SOUTH PALOMAR DRIVE,PUEBLO WEST,CO,81007,7196478878,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0472,AVONDALE ELEMENTARY SCHOOL,213 HIGHWAY 50 EAST,AVONDALE,CO,81022,7199473484,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0852,BEULAH ELEMENTARY SCHOOL,8734 SCHOOLHOUSE LANE,BEULAH,CO,81023,7194853127,1/2 Day Kindergarten,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0856,BEULAH MIDDLE SCHOOL,8734 SCHOOLHOUSE LANE,BEULAH,CO,81023,7194853127,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
1377,CEDAR RIDGE ELEMENTARY SCHOOL,1266 WEST ORO GRANDE DRIVE,PUEBLO WEST,CO,81007,7195478268,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
5990,70 ONLINE,301 LANE 28,PUEBLO,CO,81001,7192956518,1/2 Day Kindergarten,12th Grade,High,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
6354,NORTH MESA ELEMENTARY SCHOOL,28881 GALE ROAD,PUEBLO,CO,81006,7199483303,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7086,PLEASANT VIEW MIDDLE SCHOOL,23600 EVERETT ROAD,PUEBLO,CO,81006,7195427813,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7153,PRAIRIE WINDS ELEMENTARY SCHOOL,597 E EARL DRIVE,PUEBLO WEST,CO,81007,7196479732,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7208,PUEBLO COUNTY HIGH SCHOOL,1050  35TH LANE,PUEBLO,CO,81006,7199483352,9th Grade,12th Grade,High,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7210,LIBERTY POINT ELEMENTARY SCHOOL,386 EAST HAHNS PEAK AVENUE,PUEBLO WEST,CO,81007,7195472191,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7212,LIBERTY POINT INTERNATIONAL SCHOOL,484 SOUTH MAHER DRIVE,PUEBLO WEST,CO,81007,7195473752,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7214,PUEBLO WEST HIGH SCHOOL,661 CAPISTRANO DRIVE,PUEBLO WEST,CO,81007,7195478050,9th Grade,12th Grade,High,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7530,RYE ELEMENTARY SCHOOL,8120 HIGHWAY 165 WEST,RYE,CO,81069,7194892272,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7532,CRAVER MIDDLE SCHOOL,4850 CROW CUT OFF ROAD,COLORADO CITY,CO,81019,7196763030,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7534,RYE HIGH SCHOOL,1 HIGH SCHOOL DRIVE,RYE,CO,81069,7194892271,9th Grade,12th Grade,High,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7879,SWALLOWS CHARTER ACADEMY HIGH SCHOOL,101 CIVIC CENTER DRIVE,PUEBLO WEST,CO,81007,7195471627,9th Grade,12th Grade,High,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7886,SIERRA VISTA ELEMENTARY SCHOOL,500 SOUTH SPAULDING,PUEBLO WEST,CO,81007,7195472878,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8110,SOUTH MESA ELEMENTARY SCHOOL,23701 EAST PRESTON ROAD,PUEBLO,CO,81006,7195436444,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8420,SWALLOWS CHARTER ACADEMY,278 SOUTH MCCULLOCH BOULEVARD,PUEBLO WEST,CO,81007,7195471627,1/2 Day Kindergarten,8th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8810,THE CONNECT CHARTER SCHOOL,104 WEST 7TH,PUEBLO,CO,81003,7195420224,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
9130,VINELAND ELEMENTARY SCHOOL,35777 IRIS ROAD,PUEBLO,CO,81006,7199483331,Preschool,5th Grade,Elementary  ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
9134,VINELAND MIDDLE SCHOOL,1132 LANE 36,PUEBLO,CO,81006,7199483336,6th Grade,8th Grade,Middle ,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
